Year,Game Number,Home Team,Away Team,L_2 Cluster,H_1 Cluster
2005,9,IND,NE,5,8
2005,9,NYG,SF,6,4
2005,9,OAK,KC,2,5
2005,9,PHI,WAS,7,4
2005,9,PIT,GB,6,4
2005,9,SD,NYJ,9,8
2005,9,SEA,ARI,5,8
2005,9,TEN,CLE,5,8
2005,10,ARI,DET,9,8
2005,10,BAL,JAX,5,8
2005,10,CLE,PIT,5,4
2005,10,DAL,PHI,8,10
2005,10,DEN,OAK,9,8
2005,10,GB,ATL,6,4
2005,10,HOU,IND,9,8
2005,10,KC,BUF,6,4
2005,10,MIN,NYG,6,4
2005,10,NE,MIA,2,5
2005,10,NYJ,CAR,5,8
2005,10,SF,CHI,6,4
2005,10,STL,SEA,5,8
2005,10,WAS,TB,3,1
2005,11,ARI,STL,7,5
2005,11,BUF,SD,9,8
2005,11,CAR,CHI,9,8
2005,11,DET,DAL,9,8
2005,11,IND,CIN,6,4
2005,11,JAX,TEN,2,5
2005,11,KC,HOU,9,8
2005,11,MIA,CLE,9,8
2005,11,MIN,GB,4,2
2005,11,NO,NE,9,8
2005,11,NYJ,DEN,9,8
2005,11,OAK,WAS,4,2
2005,11,PHI,NYG,5,8
2005,11,PIT,BAL,6,4
2005,11,SEA,SF,5,8
2005,11,TB,ATL,3,1
2005,12,ATL,DET,9,8
2005,12,BAL,CIN,9,8
2005,12,CAR,BUF,2,5
2005,12,CHI,TB,6,4
2005,12,CLE,MIN,5,8
2005,12,DEN,DAL,7,6
2005,12,GB,PHI,7,6
2005,12,JAX,ARI,5,8
2005,12,MIA,OAK,6,4
2005,12,NE,KC,9,8
2005,12,NO,NYJ,2,5
2005,12,NYG,SEA,7,6
2005,12,PIT,IND,9,8
2005,12,SD,WAS,8,10
2005,12,SF,TEN,6,4
2005,12,STL,HOU,10,9
2005,13,ARI,SF,7,3
2005,13,ATL,CAR,9,8
2005,13,BUF,MIA,10,9
2005,13,CIN,PIT,6,4
2005,13,DAL,NYG,9,8
2005,13,DEN,KC,7,3
2005,13,GB,CHI,6,4
2005,13,HOU,BAL,7,6
2005,13,JAX,CLE,2,5
2005,13,MIN,DET,9,8
2005,13,NYJ,NE,6,4
2005,13,OAK,SD,9,8
2005,13,SEA,PHI,9,8
2005,13,TB,NO,6,4
2005,13,TEN,IND,9,8
2005,13,WAS,STL,6,4
2005,14,BAL,DEN,6,4
2005,14,CHI,PIT,9,8
2005,14,CLE,CIN,2,5
2005,14,DET,GB,2,5
2005,14,HOU,TEN,2,5
2005,14,IND,JAX,9,8
2005,14,KC,DAL,2,5
2005,14,MIA,SD,7,3
2005,14,NE,BUF,9,8
2005,14,NO,ATL,5,8
2005,14,NYG,PHI,7,3
2005,14,OAK,NYJ,5,8
2005,14,SF,SEA,9,8
2005,14,STL,MIN,5,8
2005,14,TB,CAR,9,8
2005,14,WAS,ARI,2,5
2005,15,ARI,HOU,9,8
2005,15,ATL,CHI,6,4
2005,15,CAR,NO,5,8
2005,15,CIN,DET,9,8
2005,15,CLE,OAK,4,2
2005,15,DAL,WAS,9,8
2005,15,DEN,BUF,7,6
2005,15,GB,BAL,9,7
2005,15,KC,NYG,6,4
2005,15,NYJ,MIA,1,6
2005,15,PHI,STL,4,2
2005,15,PIT,MIN,6,4
2005,15,SD,IND,6,4
2005,15,SEA,TEN,3,1
2005,15,SF,JAX,7,3
2005,15,TB,NE,9,8
2005,16,ATL,TB,2,5
2005,16,BUF,CIN,2,5
2005,16,CHI,GB,5,8
2005,16,DAL,CAR,2,5
2005,16,DET,NO,2,5
2005,16,IND,SEA,9,8
2005,16,JAX,HOU,2,5
2005,16,MIN,BAL,7,5
2005,16,NE,NYJ,5,8
2005,16,NYG,WAS,5,8
2005,16,OAK,DEN,9,8
2005,16,PHI,ARI,9,8
2005,16,PIT,CLE,9,8
2005,16,SD,KC,9,8
2005,16,SF,STL,8,10
2005,16,TEN,MIA,5,8
2005,17,ARI,IND,5,4
2005,17,BAL,CLE,2,5
2005,17,BUF,NYJ,7,3
2005,17,CAR,ATL,9,8
2005,17,CHI,MIN,5,8
2005,17,CIN,KC,9,8
2005,17,DEN,SD,5,4
2005,17,DET,PIT,5,8
2005,17,HOU,SF,4,5
2005,17,MIA,NE,6,4
2005,17,NO,TB,5,8
2005,17,NYG,OAK,5,8
2005,17,SEA,GB,6,4
2005,17,STL,DAL,7,5
2005,17,TEN,JAX,9,7
2005,17,WAS,PHI,4,5
2005,18,CAR,NYG,5,8
2005,18,JAX,NE,5,8
2005,18,PIT,CIN,2,5
2005,18,WAS,TB,5,8
2005,19,CAR,CHI,5,4
2005,19,NE,DEN,6,4
2005,19,PIT,IND,9,8
2005,19,WAS,SEA,6,4
2005,20,CAR,SEA,9,8
2005,20,PIT,DEN,9,8
2005,21,SEA,PIT,6,4
2006,1,ATL,CAR,6,4
2006,1,BAL,TB,9,8
2006,1,BUF,NE,4,2
2006,1,CHI,GB,9,8
2006,1,CIN,KC,5,8
2006,1,DAL,JAX,2,5
2006,1,DEN,STL,5,8
2006,1,IND,NYG,6,4
2006,1,MIA,PIT,6,6
2006,1,MIN,WAS,2,5
2006,1,NO,CLE,6,4
2006,1,NYJ,TEN,5,4
2006,1,PHI,HOU,5,4
2006,1,SD,OAK,9,8
2006,1,SEA,DET,2,5
2006,1,SF,ARI,9,8
2006,2,ARI,SEA,9,8
2006,2,BUF,MIA,5,8
2006,2,CAR,MIN,2,5
2006,2,CLE,CIN,9,8
2006,2,DET,CHI,9,8
2006,2,HOU,IND,9,7
2006,2,KC,DEN,2,5
2006,2,NE,NYJ,9,8
2006,2,NO,GB,4,2
2006,2,NYG,PHI,8,10
2006,2,OAK,BAL,9,8
2006,2,PIT,JAX,6,4
2006,2,STL,SF,6,4
2006,2,TB,ATL,9,8
2006,2,TEN,SD,9,8
2006,2,WAS,DAL,9,8
2006,3,ATL,NO,9,8
2006,3,BAL,CLE,8,10
2006,3,CAR,TB,1,6
2006,3,CHI,MIN,4,5
2006,3,CIN,PIT,4,5
2006,3,DEN,NE,6,4
2006,3,GB,DET,6,4
2006,3,JAX,IND,6,4
2006,3,NYG,SEA,9,7
2006,3,NYJ,BUF,7,4
2006,3,PHI,SF,9,8
2006,3,STL,ARI,7,4
2006,3,TEN,MIA,7,3
2006,3,WAS,HOU,5,8
2006,4,ARI,ATL,5,8
2006,4,CLE,OAK,4,2
2006,4,DAL,TEN,9,8
2006,4,DET,STL,7,6
2006,4,GB,PHI,6,4
2006,4,IND,NYJ,2,5
2006,4,JAX,WAS,7,5
2006,4,MIA,HOU,6,3
2006,4,MIN,BUF,5,8
2006,4,NE,CIN,6,4
2006,4,NO,CAR,6,3
2006,4,SD,BAL,8,10
2006,4,SEA,CHI,9,8
2006,4,SF,KC,9,8
2006,5,BAL,DEN,7,3
2006,5,BUF,CHI,9,7
2006,5,CLE,CAR,9,8
2006,5,DAL,PHI,7,3
2006,5,DET,MIN,2,1
2006,5,KC,ARI,8,10
2006,5,MIA,NE,5,4
2006,5,NYJ,JAX,9,7
2006,5,OAK,SF,6,4
2006,5,PIT,SD,7,3
2006,5,STL,GB,7,3
2006,5,TB,NO,2,5
2006,5,TEN,IND,8,2
2006,5,WAS,NYG,5,8
2006,6,BUF,DET,5,4
2006,6,CAR,BAL,6,4
2006,6,CHI,ARI,10,9
2006,6,CIN,TB,4,2
2006,6,HOU,DAL,6,4
2006,6,KC,PIT,9,7
2006,6,MIA,NYJ,5,8
2006,6,NYG,ATL,1,5
2006,6,OAK,DEN,9,8
2006,6,PHI,NO,6,4
2006,6,SD,SF,9,8
2006,6,SEA,STL,8,2
2006,6,TEN,WAS,2,5
2006,7,ARI,OAK,9,8
2006,7,CAR,CIN,4,5
2006,7,DEN,CLE,5,4
2006,7,DET,NYJ,9,8
2006,7,GB,MIA,7,3
2006,7,JAX,HOU,6,4
2006,7,MIN,SEA,7,4
2006,7,NE,BUF,9,8
2006,7,NYG,DAL,9,8
2006,7,PHI,TB,9,8
2006,7,PIT,ATL,7,3
2006,7,SD,KC,9,8
2006,7,WAS,IND,5,8
2006,8,ARI,GB,9,8
2006,8,ATL,CIN,2,5
2006,8,BAL,NO,9,8
2006,8,DAL,CAR,4,5
2006,8,HOU,TEN,5,8
2006,8,IND,DEN,2,5
2006,8,JAX,PHI,5,8
2006,8,NE,MIN,9,8
2006,8,NYJ,CLE,9,8
2006,8,PIT,OAK,5,4
2006,8,SEA,KC,6,4
2006,8,SF,CHI,9,7
2006,8,STL,SD,9,8
2006,8,TB,NYG,9,8
2006,9,ATL,DET,5,8
2006,9,CIN,BAL,9,8
2006,9,CLE,SD,7,3
2006,9,DAL,WAS,2,5
2006,9,DEN,PIT,5,8
2006,9,GB,BUF,6,4
2006,9,HOU,NYG,6,4
2006,9,IND,NE,6,4
2006,9,KC,STL,9,8
2006,9,MIA,CHI,5,4
2006,9,MIN,SF,6,4
2006,9,NO,TB,9,8
2006,9,OAK,SEA,9,8
2006,9,TEN,JAX,9,7
2006,10,BAL,TEN,8,10
2006,10,BUF,IND,6,4
2006,10,CHI,NYG,7,6
2006,10,CLE,ATL,5,4
2006,10,DAL,ARI,9,8
2006,10,DEN,OAK,4,2
2006,10,GB,MIN,6,4
2006,10,HOU,JAX,5,8
2006,10,KC,MIA,9,8
2006,10,NO,PIT,1,6
2006,10,NYJ,NE,7,3
2006,10,SD,CIN,8,10
2006,10,SF,DET,5,8
2006,10,STL,SEA,2,5
2006,10,TB,CAR,7,3
2006,10,WAS,PHI,9,8
2006,11,ATL,BAL,7,5
2006,11,BUF,HOU,3,1
2006,11,CHI,NYJ,6,4
2006,11,CIN,NO,7,3
2006,11,DET,ARI,9,8
2006,11,IND,DAL,2,5
2006,11,MIN,MIA,7,5
2006,11,NE,GB,9,8
2006,11,NYG,JAX,9,8
2006,11,OAK,KC,2,1
2006,11,PIT,CLE,8,10
2006,11,SD,DEN,8,10
2006,11,SEA,SF,9,8
2006,11,STL,CAR,9,8
2006,11,TEN,PHI,5,8
2006,11,WAS,TB,7,5
2006,12,ARI,MIN,6,4
2006,12,CAR,WAS,7,5
2006,12,CHI,NE,6,4
2006,12,CIN,CLE,9,8
2006,12,DEN,KC,5,8
2006,12,GB,SEA,2,5
2006,12,HOU,NYJ,5,8
2006,12,JAX,BUF,5,8
2006,12,MIA,DET,5,4
2006,12,NO,ATL,9,8
2006,12,NYG,TEN,10,9
2006,12,OAK,SD,2,5
2006,12,PHI,IND,9,8
2006,12,PIT,BAL,9,8
2006,12,SF,STL,1,6
2006,12,TB,DAL,9,8
2006,13,ARI,STL,5,8
2006,13,ATL,WAS,4,2
2006,13,BAL,CIN,5,8
2006,13,CAR,PHI,4,2
2006,13,DAL,NYG,2,5
2006,13,DET,NE,4,5
2006,13,HOU,OAK,2,5
2006,13,IND,TEN,4,5
2006,13,JAX,MIA,5,4
2006,13,KC,CLE,8,10
2006,13,MIN,CHI,6,4
2006,13,NYJ,GB,9,8
2006,13,SD,BUF,6,4
2006,13,SEA,DEN,8,2
2006,13,SF,NO,9,8
2006,13,TB,PIT,9,8
2006,14,ATL,TB,2,6
2006,14,BAL,KC,5,8
2006,14,BUF,NYJ,5,4
2006,14,CHI,STL,7,4
2006,14,CLE,PIT,9,8
2006,14,DEN,SD,9,8
2006,14,GB,SF,5,8
2006,14,IND,JAX,9,8
2006,14,MIN,DET,9,8
2006,14,NE,MIA,5,8
2006,14,NO,DAL,5,4
2006,14,NYG,CAR,5,8
2006,14,OAK,CIN,9,8
2006,14,PHI,WAS,6,4
2006,14,SEA,ARI,6,4
2006,14,TEN,HOU,4,2
2006,15,CIN,IND,5,8
2006,15,CLE,BAL,5,8
2006,15,DAL,ATL,2,5
2006,15,DEN,ARI,9,8
2006,15,DET,GB,6,4
2006,15,HOU,NE,9,7
2006,15,JAX,TEN,6,4
2006,15,KC,SD,9,8
2006,15,MIA,BUF,5,8
2006,15,NYJ,MIN,5,8
2006,15,PHI,NYG,2,5
2006,15,PIT,CAR,9,8
2006,15,SF,SEA,4,2
2006,15,STL,OAK,5,8
2006,15,TB,CHI,5,4
2006,15,WAS,NO,6,4
2006,16,ARI,SF,9,8
2006,16,BAL,PIT,9,8
2006,16,CAR,ATL,6,4
2006,16,CHI,DET,7,5
2006,16,CIN,DEN,6,3
2006,16,IND,HOU,6,4
2006,16,KC,OAK,5,8
2006,16,MIN,GB,6,4
2006,16,NE,JAX,7,3
2006,16,NO,NYG,5,4
2006,16,NYJ,MIA,2,5
2006,16,PHI,DAL,9,8
2006,16,SD,SEA,1,6
2006,16,TB,CLE,5,8
2006,16,TEN,BUF,4,2
2006,16,WAS,STL,2,5
2006,17,ARI,SD,5,4
2006,17,ATL,PHI,6,4
2006,17,BUF,BAL,5,8
2006,17,CAR,NO,7,3
2006,17,CLE,HOU,6,4
2006,17,DET,DAL,6,3
2006,17,GB,CHI,9,8
2006,17,JAX,KC,9,8
2006,17,MIA,IND,5,8
2006,17,NE,TEN,5,4
2006,17,NYG,WAS,5,8
2006,17,OAK,NYJ,9,8
2006,17,PIT,CIN,7,6
2006,17,SEA,TB,5,8
2006,17,SF,DEN,2,5
2006,17,STL,MIN,9,8
2006,18,DAL,SEA,2,1
2006,18,KC,IND,9,8
2006,18,NYG,PHI,6,4
2006,18,NYJ,NE,5,8
2006,19,IND,BAL,5,4
2006,19,NE,SD,4,2
2006,19,PHI,NO,7,3
2006,19,SEA,CHI,6,3
2006,20,NE,IND,8,10
2006,20,NO,CHI,5,8
2006,21,IND,CHI,7,4
2007,1,ARI,SF,7,6
2007,1,ATL,MIN,5,8
2007,1,BAL,CIN,5,4
2007,1,CAR,STL,7,3
2007,1,CHI,SD,7,3
2007,1,DEN,BUF,4,2
2007,1,DET,OAK,6,4
2007,1,KC,HOU,9,8
2007,1,MIA,WAS,7,3
2007,1,NE,NYJ,9,8
2007,1,NO,IND,5,4
2007,1,NYG,DAL,5,8
2007,1,PHI,GB,6,6
2007,1,PIT,CLE,9,8
2007,1,TB,SEA,6,4
2007,1,TEN,JAX,2,5
2007,2,ATL,JAX,7,3
2007,2,BUF,PIT,9,8
2007,2,CIN,CLE,6,4
2007,2,DAL,MIA,6,3
2007,2,GB,NYG,6,3
2007,2,HOU,CAR,7,4
2007,2,IND,TEN,5,8
2007,2,KC,CHI,9,8
2007,2,MIN,DET,6,3
2007,2,NO,TB,9,8
2007,2,NYJ,BAL,9,8
2007,2,OAK,DEN,6,4
2007,2,SD,NE,9,7
2007,2,SEA,ARI,6,6
2007,2,SF,STL,4,2
2007,2,WAS,PHI,6,3
2007,3,ARI,BAL,5,8
2007,3,BUF,NE,5,8
2007,3,CAR,ATL,7,3
2007,3,CIN,SEA,7,6
2007,3,CLE,OAK,6,4
2007,3,DAL,CHI,7,3
2007,3,DET,PHI,9,7
2007,3,IND,HOU,6,4
2007,3,JAX,DEN,5,8
2007,3,MIA,NYJ,9,8
2007,3,MIN,KC,4,2
2007,3,NYG,WAS,8,2
2007,3,SD,GB,2,5
2007,3,SF,PIT,9,8
2007,3,STL,TB,5,8
2007,3,TEN,NO,6,4
2007,4,BAL,CLE,9,8
2007,4,CHI,DET,2,5
2007,4,DEN,IND,6,4
2007,4,GB,MIN,6,4
2007,4,HOU,ATL,5,8
2007,4,KC,SD,4,2
2007,4,NE,CIN,5,8
2007,4,NYJ,BUF,6,4
2007,4,OAK,MIA,5,8
2007,4,PHI,NYG,5,8
2007,4,PIT,ARI,2,5
2007,4,SEA,SF,9,8
2007,4,STL,DAL,5,8
2007,4,TB,CAR,9,8
2007,5,ARI,STL,2,5
2007,5,ATL,TEN,7,3
2007,5,BAL,SF,7,3
2007,5,CAR,NO,8,10
2007,5,CHI,GB,8,2
2007,5,CLE,NE,9,8
2007,5,DAL,BUF,10,10
2007,5,DET,WAS,9,8
2007,5,JAX,KC,9,8
2007,5,MIA,HOU,4,5
2007,5,NYJ,NYG,4,2
2007,5,SD,DEN,9,8
2007,5,SEA,PIT,5,8
2007,5,TB,IND,9,8
2007,6,CAR,ARI,7,5
2007,6,CIN,KC,9,8
2007,6,HOU,JAX,6,4
2007,6,MIA,CLE,9,8
2007,6,MIN,CHI,7,3
2007,6,NE,DAL,6,4
2007,6,NO,SEA,9,8
2007,6,NYG,ATL,9,8
2007,6,OAK,SD,9,8
2007,6,PHI,NYJ,6,4
2007,6,STL,BAL,9,8
2007,6,TEN,TB,6,4
2007,6,WAS,GB,2,5
2007,7,ARI,WAS,9,8
2007,7,ATL,NO,7,6
2007,7,BAL,BUF,5,8
2007,7,CHI,PHI,4,2
2007,7,IND,JAX,5,8
2007,7,KC,OAK,6,3
2007,7,MIN,DAL,7,3
2007,7,NE,MIA,9,7
2007,7,NYJ,CIN,4,2
2007,7,PIT,DEN,5,8
2007,7,SF,NYG,9,8
2007,7,STL,SEA,9,8
2007,7,TB,DET,5,8
2007,7,TEN,HOU,5,4
2007,8,BUF,NYJ,7,5
2007,8,CLE,STL,2,5
2007,8,DET,CHI,5,8
2007,8,GB,DEN,7,4
2007,8,HOU,SD,9,7
2007,8,IND,CAR,5,4
2007,8,JAX,TB,2,5
2007,8,NO,SF,9,8
2007,8,NYG,MIA,5,8
2007,8,OAK,TEN,2,5
2007,8,PHI,MIN,7,4
2007,8,PIT,CIN,5,8
2007,8,WAS,NE,9,8
2007,9,ARI,TB,9,8
2007,9,BAL,PIT,9,7
2007,9,CAR,TEN,9,8
2007,9,CIN,BUF,7,3
2007,9,DAL,PHI,9,8
2007,9,DEN,DET,9,8
2007,9,GB,KC,7,6
2007,9,HOU,OAK,9,8
2007,9,JAX,NO,5,8
2007,9,NE,IND,4,2
2007,9,SD,MIN,6,4
2007,9,SEA,CLE,4,2
2007,9,SF,ATL,6,4
2007,9,WAS,NYJ,4,2
2007,10,ATL,CAR,2,5
2007,10,BUF,MIA,4,2
2007,10,CHI,OAK,2,5
2007,10,CIN,BAL,6,4
2007,10,CLE,PIT,8,2
2007,10,DAL,NYG,6,3
2007,10,DEN,KC,5,4
2007,10,DET,ARI,5,4
2007,10,IND,SD,9,7
2007,10,JAX,TEN,9,8
2007,10,MIN,GB,9,8
2007,10,PHI,WAS,8,10
2007,10,SF,SEA,9,8
2007,10,STL,NO,5,8
2007,11,ARI,CIN,5,4
2007,11,CAR,GB,9,8
2007,11,CHI,SEA,6,4
2007,11,CLE,BAL,6,4
2007,11,KC,IND,7,3
2007,11,MIA,PHI,6,4
2007,11,NE,BUF,9,7
2007,11,NO,HOU,5,8
2007,11,NYG,DET,5,8
2007,11,OAK,MIN,6,4
2007,11,PIT,NYJ,1,6
2007,11,SD,JAX,9,8
2007,11,STL,SF,5,4
2007,11,TB,ATL,9,8
2007,11,TEN,DEN,9,8
2007,11,WAS,DAL,2,5
2007,12,BAL,SD,9,8
2007,12,BUF,JAX,9,8
2007,12,DEN,CHI,8,10
2007,12,GB,DET,5,4
2007,12,HOU,CLE,6,4
2007,12,IND,ATL,5,4
2007,12,MIA,PIT,4,5
2007,12,MIN,NYG,9,8
2007,12,NO,CAR,5,4
2007,12,NYJ,DAL,9,8
2007,12,OAK,KC,4,5
2007,12,PHI,NE,7,3
2007,12,SEA,STL,8,10
2007,12,SF,ARI,4,1
2007,12,TEN,CIN,9,8
2007,12,WAS,TB,5,8
2007,13,ATL,STL,9,8
2007,13,BUF,WAS,8,10
2007,13,CIN,PIT,5,4
2007,13,CLE,ARI,5,4
2007,13,DEN,OAK,5,8
2007,13,DET,MIN,9,8
2007,13,GB,DAL,5,8
2007,13,HOU,TEN,6,4
2007,13,JAX,IND,9,8
2007,13,NE,BAL,8,10
2007,13,NYG,CHI,8,10
2007,13,NYJ,MIA,6,4
2007,13,SD,KC,7,3
2007,13,SEA,PHI,6,3
2007,13,SF,CAR,9,8
2007,13,TB,NO,2,5
2007,14,ARI,SEA,9,8
2007,14,CAR,JAX,9,8
2007,14,CHI,WAS,6,4
2007,14,CLE,NYJ,6,4
2007,14,DAL,DET,10,10
2007,14,IND,BAL,9,7
2007,14,KC,DEN,9,8
2007,14,MIA,BUF,9,7
2007,14,MIN,SF,9,7
2007,14,NO,ATL,5,8
2007,14,NYG,PHI,2,5
2007,14,OAK,GB,9,8
2007,14,PIT,NE,5,8
2007,14,SD,TEN,8,10
2007,14,STL,CIN,5,8
2007,14,TB,HOU,9,8
2007,15,ARI,NO,5,8
2007,15,ATL,TB,9,7
2007,15,BAL,MIA,2,5
2007,15,BUF,CLE,5,8
2007,15,CHI,MIN,7,3
2007,15,CIN,SF,5,8
2007,15,DEN,HOU,5,8
2007,15,DET,SD,9,7
2007,15,GB,STL,6,4
2007,15,IND,OAK,6,4
2007,15,JAX,PIT,6,4
2007,15,NYJ,NE,9,8
2007,15,PHI,DAL,7,5
2007,15,SEA,CAR,7,3
2007,15,TEN,KC,7,3
2007,15,WAS,NYG,9,8
2007,16,ATL,ARI,5,4
2007,16,BAL,SEA,9,8
2007,16,CLE,CIN,5,8
2007,16,DAL,CAR,5,8
2007,16,DEN,SD,9,8
2007,16,GB,CHI,9,8
2007,16,HOU,IND,9,8
2007,16,KC,DET,5,4
2007,16,MIA,NE,9,7
2007,16,NYG,BUF,2,5
2007,16,NYJ,TEN,6,4
2007,16,OAK,JAX,9,7
2007,16,PHI,NO,5,8
2007,16,PIT,STL,5,8
2007,16,TB,SF,7,3
2007,16,WAS,MIN,9,8
2007,17,BUF,PHI,5,8
2007,17,CAR,TB,7,3
2007,17,CIN,MIA,5,8
2007,17,DAL,WAS,9,8
2007,17,DET,GB,9,8
2007,17,JAX,HOU,5,8
2007,17,KC,NYJ,5,4
2007,17,MIN,DEN,5,8
2007,17,NE,NYG,4,2
2007,17,NO,CHI,9,8
2007,17,PIT,BAL,9,8
2007,17,SD,OAK,6,4
2007,17,SEA,ATL,7,3
2007,17,SF,CLE,9,8
2007,17,STL,ARI,9,8
2007,17,TEN,IND,7,3
2007,18,JAX,PIT,6,4
2007,18,NYG,TB,5,4
2007,18,TEN,SD,7,3
2007,18,WAS,SEA,5,4
2007,19,JAX,NE,6,4
2007,19,NYG,DAL,2,5
2007,19,SD,IND,2,5
2007,19,SEA,GB,5,4
2007,20,NYG,GB,2,5
2007,20,SD,NE,6,4
2007,21,NYG,NE,4,2
2008,1,ARI,SF,6,4
2008,1,CAR,SD,2,5
2008,1,CHI,IND,6,4
2008,1,CIN,BAL,5,8
2008,1,DAL,CLE,9,8
2008,1,DEN,OAK,9,8
2008,1,DET,ATL,9,8
2008,1,HOU,PIT,9,8
2008,1,JAX,TEN,6,4
2008,1,KC,NE,6,4
2008,1,MIN,GB,6,4
2008,1,NYJ,MIA,5,8
2008,1,SEA,BUF,9,8
2008,1,STL,PHI,9,8
2008,1,TB,NO,7,5
2008,1,WAS,NYG,9,8
2008,2,ATL,TB,9,8
2008,2,BUF,JAX,2,1
2008,2,CHI,CAR,8,2
2008,2,GB,DET,5,8
2008,2,IND,MIN,10,10
2008,2,MIA,ARI,9,7
2008,2,NE,NYJ,5,4
2008,2,NO,WAS,4,1
2008,2,NYG,STL,5,8
2008,2,OAK,KC,9,8
2008,2,PHI,DAL,2,5
2008,2,PIT,CLE,6,4
2008,2,SD,DEN,6,4
2008,2,SF,SEA,4,2
2008,2,TEN,CIN,5,8
2008,3,ARI,WAS,6,4
2008,3,CAR,MIN,7,4
2008,3,CIN,NYG,7,5
2008,3,CLE,BAL,5,4
2008,3,DAL,GB,6,4
2008,3,DET,SF,9,8
2008,3,HOU,TEN,9,8
2008,3,JAX,IND,2,5
2008,3,KC,ATL,9,8
2008,3,MIA,NE,9,8
2008,3,NO,DEN,8,10
2008,3,NYJ,SD,9,8
2008,3,OAK,BUF,8,10
2008,3,PIT,PHI,6,4
2008,3,STL,SEA,9,8
2008,3,TB,CHI,4,2
2008,4,ARI,NYJ,9,8
2008,4,ATL,CAR,5,8
2008,4,BAL,PIT,2,5
2008,4,BUF,STL,4,2
2008,4,CLE,CIN,2,5
2008,4,DEN,KC,6,4
2008,4,GB,TB,6,4
2008,4,HOU,JAX,6,4
2008,4,MIN,TEN,9,8
2008,4,PHI,CHI,6,4
2008,4,SD,OAK,8,10
2008,4,SF,NO,5,8
2008,4,WAS,DAL,7,3
2008,5,ATL,GB,5,8
2008,5,BUF,ARI,9,8
2008,5,CHI,DET,9,8
2008,5,CIN,DAL,5,8
2008,5,IND,HOU,8,10
2008,5,KC,CAR,9,8
2008,5,MIN,NO,1,6
2008,5,NE,SF,7,6
2008,5,PIT,JAX,2,5
2008,5,SD,MIA,9,8
2008,5,SEA,NYG,9,7
2008,5,TB,DEN,6,4
2008,5,TEN,BAL,8,10
2008,5,WAS,PHI,4,2
2008,6,BAL,IND,9,7
2008,6,CAR,TB,9,8
2008,6,CHI,ATL,5,8
2008,6,CIN,NYJ,6,8
2008,6,DAL,ARI,7,3
2008,6,DET,MIN,2,5
2008,6,GB,SEA,6,3
2008,6,JAX,DEN,5,4
2008,6,MIA,HOU,2,5
2008,6,NE,SD,9,8
2008,6,NYG,CLE,5,8
2008,6,OAK,NO,5,4
2008,6,PHI,SF,2,1
2008,6,STL,WAS,7,3
2008,7,BAL,MIA,5,4
2008,7,CLE,WAS,6,4
2008,7,DAL,STL,9,8
2008,7,DEN,NE,9,8
2008,7,DET,HOU,9,8
2008,7,IND,GB,5,8
2008,7,MIN,CHI,5,8
2008,7,NO,CAR,5,8
2008,7,NYJ,OAK,6,4
2008,7,PIT,CIN,5,8
2008,7,SD,BUF,6,4
2008,7,SEA,TB,9,8
2008,7,SF,NYG,9,8
2008,7,TEN,KC,9,8
2008,8,ARI,CAR,4,5
2008,8,ATL,PHI,6,4
2008,8,BUF,MIA,7,3
2008,8,CIN,HOU,9,8
2008,8,CLE,JAX,7,3
2008,8,IND,TEN,2,5
2008,8,KC,NYJ,7,6
2008,8,NYG,PIT,4,2
2008,8,OAK,BAL,9,8
2008,8,SD,NO,9,8
2008,8,SEA,SF,9,8
2008,8,STL,NE,7,3
2008,8,TB,DAL,7,3
2008,8,WAS,DET,2,5
2008,9,ARI,STL,5,4
2008,9,ATL,OAK,9,7
2008,9,BAL,CLE,4,2
2008,9,DAL,NYG,9,8
2008,9,DET,CHI,4,2
2008,9,GB,TEN,6,3
2008,9,HOU,MIN,9,8
2008,9,JAX,CIN,9,8
2008,9,MIA,DEN,5,8
2008,9,NE,IND,7,3
2008,9,NYJ,BUF,6,4
2008,9,PHI,SEA,7,4
2008,9,PIT,WAS,7,4
2008,9,TB,KC,10,9
2008,10,BAL,HOU,9,8
2008,10,BUF,NE,9,8
2008,10,CAR,OAK,5,8
2008,10,DEN,CLE,8,10
2008,10,GB,MIN,1,6
2008,10,IND,PIT,4,2
2008,10,JAX,DET,9,8
2008,10,KC,SD,2,5
2008,10,NO,ATL,9,8
2008,10,NYG,PHI,6,4
2008,10,SEA,MIA,6,4
2008,10,SF,ARI,2,5
2008,10,STL,NYJ,9,7
2008,10,TEN,CHI,7,4
2008,11,ARI,SEA,9,8
2008,11,BAL,NYG,9,8
2008,11,CHI,GB,9,8
2008,11,CLE,BUF,6,3
2008,11,DAL,WAS,4,2
2008,11,DEN,ATL,2,5
2008,11,DET,CAR,5,4
2008,11,HOU,IND,6,4
2008,11,MIN,TB,7,5
2008,11,NO,KC,7,4
2008,11,NYJ,NE,6,4
2008,11,OAK,MIA,6,4
2008,11,PHI,CIN,4,5
2008,11,SD,PIT,2,5
2008,11,STL,SF,9,8
2008,11,TEN,JAX,2,5
2008,12,BUF,KC,5,4
2008,12,CAR,ATL,9,8
2008,12,CHI,STL,9,8
2008,12,CIN,PIT,6,4
2008,12,GB,NO,9,8
2008,12,HOU,CLE,5,8
2008,12,IND,SD,7,3
2008,12,MIN,JAX,5,8
2008,12,NE,MIA,7,3
2008,12,NYG,ARI,5,4
